date,admin1,admin2,market,latitude,longitude,category,commodity,unit,price,usdprice
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs",Meat (beef),KG,9.0,12.6743
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs",Meat (chicken),KG,1.99,2.8024
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs","Meat (chicken, whole)",KG,1.87,2.6334
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs",Meat (lamb),KG,9.0,12.6743
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,milk and dairy,Cheese (picon),160 G,0.77,1.0844
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,milk and dairy,"Cheese (white, boiled)",KG,5.75,8.0975
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,milk and dairy,Milk (pasteurized),L,1.03,1.4505
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,milk and dairy,Milk (powder),0.8 KG,3.27,4.605
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,miscellaneous food,Salt (iodised),750 G,0.28,0.3943
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,miscellaneous food,Sugar,KG,0.7,0.9858
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,non-food,Fuel (kerosene),L,0.48,0.676
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,non-food,Fuel (petrol-gasoline),L,0.68,0.9576
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,oil and fats,Oil (olive),L,6.85,9.6466
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,oil and fats,Oil (vegetable),1.8 L,1.92,2.7039
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,pulses and nuts,"Beans (fava, dry)",KG,1.21,1.704
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,pulses and nuts,Chickpeas,KG,1.8,2.5349
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,pulses and nuts,Lentils,KG,0.9,1.2674
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Apples (red),KG,1.39,1.9575
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Bananas,KG,0.88,1.2393
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Cucumbers,KG,0.6,0.845
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Garlic,KG,3.63,5.112
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Onions,KG,0.43,0.6056
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Oranges (big size),KG,1.0,1.4083
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Spinach,KG,0.58,0.8168
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Tomatoes,KG,0.45,0.6337
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Bread (pita),KG,0.32,0.4506
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Bulgur,KG,0.84,1.1829
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Pasta,300 G,0.33,0.4647
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Potatoes,KG,0.5,0.7041
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Rice (imported),KG,1.2,1.6899
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Wheat flour,1.5 KG,0.78,1.0984
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs",Eggs,2 KG,2.38,3.3517
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.21,1.704
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs",Meat (beef),KG,8.78,12.3645
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs",Meat (chicken),KG,2.04,2.8729
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs","Meat (chicken, whole)",KG,1.86,2.6194
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs",Meat (lamb),KG,8.98,12.6462
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,milk and dairy,Cheese (picon),160 G,0.72,1.0139
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,milk and dairy,"Cheese (white, boiled)",KG,5.0,7.0413
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,milk and dairy,Milk (pasteurized),L,1.1,1.5491
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,milk and dairy,Milk (powder),0.8 KG,3.1,4.3656
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,miscellaneous food,Salt (iodised),750 G,0.26,0.3661
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,miscellaneous food,Sugar,KG,0.52,0.7323
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,non-food,Fuel (kerosene),L,0.48,0.676
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,non-food,Fuel (petrol-gasoline),L,0.68,0.9576
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,oil and fats,Oil (olive),L,6.5,9.1537
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,oil and fats,Oil (vegetable),1.8 L,1.8,2.5349
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,pulses and nuts,"Beans (fava, dry)",KG,1.55,2.1828
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,pulses and nuts,Chickpeas,KG,1.73,2.4363
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,pulses and nuts,Lentils,KG,1.11,1.5632
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Apples (red),KG,1.59,2.2391
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Bananas,KG,0.92,1.2956
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Cucumbers,KG,0.68,0.9576
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Garlic,KG,3.89,5.4781
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Onions,KG,0.46,0.6478
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Oranges (big size),KG,1.73,2.4363
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Spinach,KG,0.55,0.7745
2020-09-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Tomatoes,KG,0.49,0.69
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,cereals and tubers,Bread (pita),KG,0.32,0.4506
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,cereals and tubers,Bulgur,KG,0.7,0.9858
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,cereals and tubers,Pasta,300 G,0.35,0.4929
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,cereals and tubers,Potatoes,KG,0.54,0.7605
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,cereals and tubers,Rice (imported),KG,1.37,1.9293
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,cereals and tubers,Wheat flour,1.5 KG,0.84,1.1829
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,"meat, fish and eggs",Eggs,2 KG,2.79,3.929
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.2,1.6899
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,"meat, fish and eggs",Meat (beef),KG,8.3,11.6886
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,"meat, fish and eggs",Meat (chicken),KG,1.65,2.3236
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,"meat, fish and eggs","Meat (chicken, whole)",KG,1.74,2.4504
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,"meat, fish and eggs",Meat (lamb),KG,10.29,14.491
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,milk and dairy,Cheese (picon),160 G,0.84,1.1829
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,milk and dairy,"Cheese (white, boiled)",KG,6.0,8.4496
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,milk and dairy,Milk (pasteurized),L,1.2,1.6899
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,milk and dairy,Milk (powder),0.8 KG,3.29,4.6332
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,miscellaneous food,Salt (iodised),750 G,0.28,0.3943
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,miscellaneous food,Sugar,KG,0.72,1.0139
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,non-food,Fuel (kerosene),L,0.46,0.6478
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,non-food,Fuel (petrol-gasoline),L,0.67,0.9435
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,oil and fats,Oil (olive),L,6.3,8.872
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,oil and fats,Oil (vegetable),1.8 L,1.67,2.3518
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,pulses and nuts,"Beans (fava, dry)",KG,1.32,1.8589
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,pulses and nuts,Chickpeas,KG,1.29,1.8167
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,pulses and nuts,Lentils,KG,0.69,0.9717
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,vegetables and fruits,Apples (red),KG,1.55,2.1828
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,vegetables and fruits,Bananas,KG,0.88,1.2393
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,vegetables and fruits,Cucumbers,KG,0.79,1.1125
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,vegetables and fruits,Garlic,KG,3.88,5.464
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,vegetables and fruits,Onions,KG,0.5,0.7041
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,vegetables and fruits,Spinach,KG,0.65,0.9154
2020-10-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,vegetables and fruits,Tomatoes,KG,0.57,0.8027
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,cereals and tubers,Bread (pita),KG,0.32,0.4506
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,cereals and tubers,Bulgur,KG,0.92,1.2956
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,cereals and tubers,Pasta,300 G,0.35,0.4929
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,cereals and tubers,Potatoes,KG,0.54,0.7605
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,cereals and tubers,Rice (imported),KG,1.22,1.7181
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,cereals and tubers,Wheat flour,1.5 KG,0.91,1.2815
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,"meat, fish and eggs",Eggs,2 KG,2.98,4.1966
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.14,1.6054
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,"meat, fish and eggs",Meat (beef),KG,8.51,11.9843
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,"meat, fish and eggs",Meat (chicken),KG,2.0,2.8165
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,"meat, fish and eggs","Meat (chicken, whole)",KG,1.5,2.1124
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,"meat, fish and eggs",Meat (lamb),KG,10.24,14.4206
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,milk and dairy,Cheese (picon),160 G,0.89,1.2534
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,milk and dairy,"Cheese (white, boiled)",KG,5.66,7.9708
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,milk and dairy,Milk (pasteurized),L,1.17,1.6477
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,milk and dairy,Milk (powder),0.8 KG,3.55,4.9993
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,miscellaneous food,Salt (iodised),750 G,0.43,0.6056
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,miscellaneous food,Sugar,KG,0.64,0.9013
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,non-food,Fuel (kerosene),L,0.46,0.6478
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,non-food,Fuel (petrol-gasoline),L,0.67,0.9435
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,oil and fats,Oil (olive),L,7.67,10.8014
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,oil and fats,Oil (vegetable),1.8 L,1.82,2.563
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,pulses and nuts,"Beans (fava, dry)",KG,1.51,2.1265
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,pulses and nuts,Chickpeas,KG,1.69,2.38
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,pulses and nuts,Lentils,KG,1.0,1.4083
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,vegetables and fruits,Apples (red),KG,1.54,2.1687
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,vegetables and fruits,Cucumbers,KG,0.77,1.0844
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,vegetables and fruits,Garlic,KG,3.45,4.8585
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,vegetables and fruits,Onions,KG,0.49,0.69
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,vegetables and fruits,Spinach,KG,0.67,0.9435
2020-10-15,Al  Aqaba,Al_Qwaira District,Al Aqaba,29.809490203857422,35.35102844238281,vegetables and fruits,Tomatoes,KG,0.55,0.7745
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,cereals and tubers,Bread (pita),KG,0.32,0.4506
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,cereals and tubers,Bulgur,KG,1.05,1.4787
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,cereals and tubers,Pasta,300 G,0.35,0.4929
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,cereals and tubers,Potatoes,KG,0.53,0.7464
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,cereals and tubers,Rice (imported),KG,1.25,1.7603
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,cereals and tubers,Wheat flour,1.5 KG,0.88,1.2393
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,"meat, fish and eggs",Eggs,2 KG,2.89,4.0699
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.14,1.6054
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,"meat, fish and eggs",Meat (beef),KG,7.44,10.4775
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,"meat, fish and eggs",Meat (chicken),KG,2.2,3.0982
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,"meat, fish and eggs","Meat (chicken, whole)",KG,2.2,3.0982
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,"meat, fish and eggs",Meat (lamb),KG,8.44,11.8857
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,milk and dairy,Cheese (picon),160 G,0.85,1.197
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,milk and dairy,"Cheese (white, boiled)",KG,5.8,8.1679
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,milk and dairy,Milk (pasteurized),L,1.0,1.4083
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,milk and dairy,Milk (powder),0.8 KG,3.7,5.2106
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,miscellaneous food,Salt (iodised),750 G,0.25,0.3521
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,miscellaneous food,Sugar,KG,0.88,1.2393
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,non-food,Fuel (kerosene),L,0.46,0.6478
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,non-food,Fuel (petrol-gasoline),L,0.67,0.9435
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,oil and fats,Oil (olive),L,6.5,9.1537
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,oil and fats,Oil (vegetable),1.8 L,1.82,2.563
2020-10-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,pulses and nuts,"Beans (fava, dry)",KG,1.73,2.4363
