date,admin1,admin2,market,latitude,longitude,category,commodity,unit,price,usdprice
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,non-food,Fuel (kerosene),L,0.62,0.8802
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,non-food,Fuel (petrol-gasoline),L,0.82,1.1618
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,oil and fats,Oil (olive),L,7.0,9.8578
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,oil and fats,Oil (vegetable),1.8 L,1.92,2.7039
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,pulses and nuts,"Beans (fava, dry)",KG,1.63,2.2941
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,pulses and nuts,Chickpeas,KG,2.5,3.5263
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,pulses and nuts,Lentils,KG,1.05,1.4815
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,vegetables and fruits,Apples (red),KG,1.65,2.3236
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,vegetables and fruits,Bananas,KG,0.75,1.0562
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,vegetables and fruits,Cucumbers,KG,0.6,0.845
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,vegetables and fruits,Garlic,KG,2.25,3.1686
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,vegetables and fruits,Onions,KG,0.75,1.0562
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,vegetables and fruits,Spinach,KG,0.5,0.7041
2018-11-15,Al Balqa,Qasabet As_Salt District,Al Balqa,32.0343017578125,35.701148986816406,vegetables and fruits,Tomatoes,KG,0.58,0.8168
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,cereals and tubers,Bread (pita),KG,0.32,0.4506
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,cereals and tubers,Bulgur,KG,1.01,1.4223
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,cereals and tubers,Pasta,300 G,0.45,0.6337
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,cereals and tubers,Potatoes,KG,0.9,1.2618
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,cereals and tubers,Rice (imported),KG,1.25,1.7603
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,cereals and tubers,Wheat flour,1.5 KG,1.0,1.4083
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,"meat, fish and eggs",Eggs,2 KG,2.74,3.8614
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.0,1.4083
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,"meat, fish and eggs",Meat (beef),KG,7.0,9.8578
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,"meat, fish and eggs",Meat (chicken),KG,2.27,3.1925
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,"meat, fish and eggs","Meat (chicken, whole)",KG,1.23,1.7251
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,"meat, fish and eggs",Meat (lamb),KG,8.02,11.2957
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,milk and dairy,Cheese (picon),160 G,0.8,1.1196
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,milk and dairy,"Cheese (white, boiled)",KG,5.2,7.323
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,milk and dairy,Milk (pasteurized),L,1.2,1.6899
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,milk and dairy,Milk (powder),0.8 KG,3.48,4.8937
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,miscellaneous food,Salt (iodised),750 G,0.25,0.3521
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,miscellaneous food,Sugar,KG,0.74,1.0492
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,non-food,Fuel (kerosene),L,0.62,0.8802
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,non-food,Fuel (petrol-gasoline),L,0.82,1.1618
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,oil and fats,Oil (olive),L,6.1,8.5904
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,oil and fats,Oil (vegetable),1.8 L,1.81,2.5447
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,pulses and nuts,"Beans (fava, dry)",KG,1.36,1.9223
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,pulses and nuts,Chickpeas,KG,2.22,3.1263
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,pulses and nuts,Lentils,KG,1.69,2.38
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,vegetables and fruits,Apples (red),KG,0.82,1.1548
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,vegetables and fruits,Bananas,KG,0.73,1.028
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,vegetables and fruits,Cucumbers,KG,0.58,0.8196
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,vegetables and fruits,Garlic,KG,2.25,3.1686
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,vegetables and fruits,Onions,KG,0.66,0.9351
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,vegetables and fruits,Spinach,KG,0.5,0.7098
2018-11-15,Al Karak,Qasabet Al_Karak District,Al Karak,31.155506134033203,35.79879379272461,vegetables and fruits,Tomatoes,KG,0.47,0.6689
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,cereals and tubers,Bread (pita),KG,0.32,0.4521
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,cereals and tubers,Bulgur,KG,0.87,1.2266
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,cereals and tubers,Pasta,300 G,0.36,0.5027
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,cereals and tubers,Potatoes,KG,0.95,1.3449
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,cereals and tubers,Rice (imported),KG,1.34,1.8814
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,cereals and tubers,Wheat flour,1.5 KG,0.84,1.1872
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,"meat, fish and eggs",Eggs,2 KG,2.66,3.7502
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.97,1.3674
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,"meat, fish and eggs",Meat (beef),KG,7.19,10.1226
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,"meat, fish and eggs",Meat (chicken),KG,1.8,2.5349
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,"meat, fish and eggs","Meat (chicken, whole)",KG,1.26,1.7786
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,"meat, fish and eggs",Meat (lamb),KG,8.56,12.0589
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,milk and dairy,Cheese (picon),160 G,0.79,1.1168
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,milk and dairy,"Cheese (white, boiled)",KG,6.0,8.4496
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,milk and dairy,Milk (pasteurized),L,1.2,1.6899
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,milk and dairy,Milk (powder),0.8 KG,3.48,4.8993
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,miscellaneous food,Salt (iodised),750 G,0.25,0.3577
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,miscellaneous food,Sugar,KG,0.75,1.0548
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,non-food,Fuel (kerosene),L,0.62,0.8802
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,non-food,Fuel (petrol-gasoline),L,0.82,1.1618
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,oil and fats,Oil (olive),L,6.43,9.0537
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,oil and fats,Oil (vegetable),1.8 L,1.9,2.6813
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,pulses and nuts,"Beans (fava, dry)",KG,1.64,2.3138
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,pulses and nuts,Chickpeas,KG,1.41,1.9814
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,pulses and nuts,Lentils,KG,1.16,1.6294
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Apples (red),KG,1.38,1.9364
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Bananas,KG,0.76,1.0745
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Cucumbers,KG,0.56,0.7816
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Garlic,KG,2.83,3.9783
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Onions,KG,0.84,1.1872
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Spinach,KG,0.46,0.6408
2018-11-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Tomatoes,KG,0.58,0.8168
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,cereals and tubers,Bread (pita),KG,0.32,0.4506
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,cereals and tubers,Bulgur,KG,0.84,1.1801
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,cereals and tubers,Pasta,300 G,0.45,0.6337
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,cereals and tubers,Potatoes,KG,0.88,1.2322
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,cereals and tubers,Rice (imported),KG,1.27,1.7955
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,cereals and tubers,Wheat flour,1.5 KG,1.07,1.5026
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,"meat, fish and eggs",Eggs,2 KG,2.83,3.9896
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.0,1.4083
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,"meat, fish and eggs",Meat (beef),KG,7.97,11.2309
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,"meat, fish and eggs",Meat (chicken),KG,2.27,3.1925
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,"meat, fish and eggs","Meat (chicken, whole)",KG,1.2,1.6829
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,"meat, fish and eggs",Meat (lamb),KG,7.72,10.8788
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,milk and dairy,Cheese (picon),160 G,0.79,1.1153
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,milk and dairy,"Cheese (white, boiled)",KG,5.38,7.5694
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,milk and dairy,Milk (pasteurized),L,1.13,1.5956
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,milk and dairy,Milk (powder),0.8 KG,3.5,4.9289
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,miscellaneous food,Salt (iodised),750 G,0.27,0.3816
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,miscellaneous food,Sugar,KG,0.75,1.0562
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,non-food,Fuel (kerosene),L,0.62,0.8802
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,non-food,Fuel (petrol-gasoline),L,0.82,1.1618
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,oil and fats,Oil (olive),L,6.83,9.6226
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,oil and fats,Oil (vegetable),1.8 L,1.78,2.5109
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,pulses and nuts,"Beans (fava, dry)",KG,1.29,1.8167
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,pulses and nuts,Chickpeas,KG,2.33,3.2855
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,pulses and nuts,Lentils,KG,1.7,2.394
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Apples (red),KG,1.09,1.5378
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Bananas,KG,0.73,1.0266
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Cucumbers,KG,0.49,0.6929
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Garlic,KG,1.96,2.7574
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Onions,KG,0.98,1.3815
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Spinach,KG,0.65,0.921
2018-11-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Tomatoes,KG,0.49,0.6872
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,cereals and tubers,Bread (pita),KG,0.32,0.4506
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,cereals and tubers,Bulgur,KG,0.9,1.2674
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,cereals and tubers,Pasta,300 G,0.33,0.4647
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,cereals and tubers,Potatoes,KG,1.06,1.4899
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,cereals and tubers,Rice (imported),KG,1.2,1.6857
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,cereals and tubers,Wheat flour,1.5 KG,0.82,1.1576
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,"meat, fish and eggs",Eggs,2 KG,2.74,3.8572
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.92,1.2914
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,"meat, fish and eggs",Meat (beef),KG,8.0,11.2661
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,"meat, fish and eggs",Meat (chicken),KG,2.08,2.9264
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,"meat, fish and eggs","Meat (chicken, whole)",KG,1.35,1.9012
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,"meat, fish and eggs",Meat (lamb),KG,8.7,12.2448
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,milk and dairy,Cheese (picon),160 G,0.74,1.0421
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,milk and dairy,"Cheese (white, boiled)",KG,5.92,8.3327
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,milk and dairy,Milk (pasteurized),L,1.2,1.6899
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,milk and dairy,Milk (powder),0.8 KG,3.44,4.8388
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,miscellaneous food,Salt (iodised),750 G,0.29,0.4084
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,miscellaneous food,Sugar,KG,0.69,0.9703
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,non-food,Fuel (kerosene),L,0.62,0.8802
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,non-food,Fuel (petrol-gasoline),L,0.82,1.1618
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,oil and fats,Oil (olive),L,6.8,9.5762
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,oil and fats,Oil (vegetable),1.8 L,1.83,2.5757
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,pulses and nuts,"Beans (fava, dry)",KG,1.54,2.1673
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,pulses and nuts,Chickpeas,KG,2.62,3.6882
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,pulses and nuts,Lentils,KG,1.23,1.7265
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Apples (red),KG,1.86,2.6165
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Bananas,KG,0.93,1.3026
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Cucumbers,KG,0.61,0.8604
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Garlic,KG,3.87,5.4542
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Onions,KG,0.76,1.0731
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Spinach,KG,0.62,0.8731
2018-11-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Tomatoes,KG,0.75,1.0534
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Bread (pita),KG,0.33,0.4675
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Bulgur,KG,0.76,1.0661
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Pasta,300 G,0.31,0.4394
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Potatoes,KG,0.94,1.3195
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Rice (imported),KG,1.28,1.8096
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Wheat flour,1.5 KG,0.85,1.2041
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs",Eggs,2 KG,2.69,3.7924
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.95,1.3407
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs",Meat (beef),KG,7.99,11.252
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs",Meat (chicken),KG,2.05,2.8869
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs","Meat (chicken, whole)",KG,1.28,1.8082
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs",Meat (lamb),KG,8.76,12.3364
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,milk and dairy,Cheese (picon),160 G,0.78,1.0956
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,milk and dairy,"Cheese (white, boiled)",KG,5.89,8.2932
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,milk and dairy,Milk (pasteurized),L,1.2,1.6899
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,milk and dairy,Milk (powder),0.8 KG,3.37,4.7402
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,miscellaneous food,Salt (iodised),750 G,0.3,0.4225
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,miscellaneous food,Sugar,KG,0.6,0.8435
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (kerosene),L,0.62,0.8802
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (petrol-gasoline),L,0.82,1.1618
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,oil and fats,Oil (olive),L,6.42,9.0368
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,oil and fats,Oil (vegetable),1.8 L,1.9,2.6729
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,pulses and nuts,"Beans (fava, dry)",KG,1.29,1.8237
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,pulses and nuts,Chickpeas,KG,1.89,2.6658
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,pulses and nuts,Lentils,KG,1.06,1.4942
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Apples (red),KG,1.4,1.9645
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Bananas,KG,0.94,1.3308
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Cucumbers,KG,0.58,0.814
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Garlic,KG,2.82,3.9685
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Onions,KG,0.85,1.2041
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Spinach,KG,0.55,0.7788
2018-11-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Tomatoes,KG,0.62,0.8731
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Bread (pita),KG,0.32,0.4506
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Bulgur,KG,0.71,1.0055
